iter	Logloss
0	0.6648793408
1	0.6434599105
2	0.610672309
3	0.5921540635
4	0.5756882818
5	0.5610941249
6	0.5468845028
7	0.5305541156
8	0.5050353661
9	0.486602116
10	0.4756925055
11	0.4630437854
12	0.44800708
13	0.4345704723
14	0.4236057549
15	0.4167293687
16	0.4077228286
17	0.4000728864
18	0.3914671756
19	0.3821289762
20	0.3743775646
21	0.3634838129
22	0.3559177982
23	0.3480423636
24	0.3382436029
25	0.3325774018
26	0.3267225763
27	0.3193259417
28	0.314399824
29	0.3087354588
30	0.3045345913
31	0.3011679429
32	0.2977444462
33	0.2928215981
34	0.2894095499
35	0.2871552039
36	0.2841070341
37	0.2807814565
38	0.2763113915
39	0.2710157699
40	0.2683904958
41	0.2662951973
42	0.2620543231
43	0.2604129953
44	0.2585083223
45	0.2561683341
46	0.2541456753
47	0.2508059495
48	0.2483329146
49	0.2461649934
50	0.2449723246
51	0.2425001719
52	0.2398422846
53	0.2387243799
54	0.2366819259
55	0.2341727358
56	0.2307387419
57	0.2289547185
58	0.227944631
59	0.2258437169
60	0.2245100325
61	0.2226931343
62	0.2212215785
63	0.2185417936
64	0.2179098616
65	0.2152962566
66	0.2139978141
67	0.2126220196
68	0.2116177143
69	0.2100151942
70	0.2084094361
71	0.2073399185
72	0.2047756967
73	0.2038565959
74	0.2029484172
75	0.2012887934
76	0.2003112464
77	0.1993604868
78	0.1971956495
79	0.1962447249
80	0.1947715391
81	0.193718142
82	0.1912956828
83	0.1894882025
84	0.1888855736
85	0.1866957306
86	0.1857985989
87	0.1851609526
88	0.1832726547
89	0.1821440883
90	0.1804844001
91	0.1795353247
92	0.1790651671
93	0.1777317142
94	0.1762190053
95	0.1749217716
96	0.1740501357
97	0.173212882
98	0.1725343808
99	0.1716006022
100	0.170883892
101	0.169198255
102	0.1685683406
103	0.167400799
104	0.1669660744
105	0.1655848725
106	0.164284311
107	0.1632283054
108	0.1625363755
109	0.1615177098
110	0.1609310998
111	0.1600934875
112	0.1597598822
113	0.1584840241
114	0.1576315746
115	0.156763054
116	0.1561899217
117	0.1554082868
118	0.1544820479
119	0.153707075
120	0.1530961138
121	0.1526140219
122	0.1523173387
123	0.1507499467
124	0.1501062468
125	0.149478406
126	0.1489363175
127	0.1477655659
128	0.1473538925
129	0.146797029
130	0.1463147869
131	0.1452986757
132	0.14432142
133	0.1434807717
134	0.1425312335
135	0.1418140387
136	0.1413688394
137	0.1406720871
138	0.1401653128
139	0.1396498389
140	0.1388679646
141	0.1384179977
142	0.1374102346
143	0.1367356646
144	0.136432943
145	0.1359056406
146	0.1345162697
147	0.1340946793
148	0.1335784454
149	0.1331639548
150	0.1327961614
151	0.1323444608
152	0.13180325
153	0.1310868778
154	0.1303072208
155	0.1300903023
156	0.1297007225
157	0.1290588657
158	0.128183164
159	0.1277052055
160	0.1271808655
161	0.1268532795
162	0.1265669551
163	0.1256022999
164	0.1250603503
165	0.1246178827
166	0.1241451272
167	0.1233622301
168	0.1224315692
169	0.1219631403
170	0.1214251835
171	0.1210789808
172	0.1204484563
173	0.1201094936
174	0.1191641911
175	0.118830034
176	0.118469465
177	0.1177023228
178	0.1173601907
179	0.1167251326
180	0.1161145381
181	0.1156417875
182	0.1151253094
183	0.1146713299
184	0.1141224499
185	0.1137221699
186	0.1131909969
187	0.1126486053
188	0.112135987
189	0.1115439935
190	0.1110185873
191	0.1105729456
192	0.1098694389
193	0.1095997872
194	0.1092416966
195	0.1087414496
196	0.1082704904
197	0.1077363383
198	0.1073279991
199	0.1068941459
200	0.1063411444
201	0.1061696405
202	0.10570664
203	0.1052420581
204	0.1046981772
205	0.1043219782
206	0.103769777
207	0.1031919989
208	0.1030005492
209	0.1025607855
210	0.1021919478
211	0.1018214371
212	0.1012522408
213	0.1007938515
214	0.100349846
215	0.1000101072
216	0.09986409088
217	0.09912972032
218	0.09873722948
219	0.09848070672
220	0.09760155849
221	0.09690997118
222	0.09663400508
223	0.09617728748
224	0.09558017104
225	0.09523258486
226	0.09480313074
227	0.09423584985
228	0.09380845087
229	0.09338258153
230	0.09308007468
231	0.092513914
232	0.09225019493
233	0.09193435333
234	0.09131465271
235	0.09104525136
236	0.09063088511
237	0.09030970909
238	0.08966081505
239	0.08937690917
240	0.0888351911
241	0.08837736986
242	0.08811616109
243	0.08789695859
244	0.08761569028
245	0.087316597
246	0.08709949148
247	0.08672029137
248	0.08656247325
249	0.08631822677
250	0.08594770023
251	0.08563472981
252	0.08545859886
253	0.08511546658
254	0.08486079539
255	0.08468669876
256	0.08449190205
257	0.08416200979
258	0.08390197891
259	0.08334841176
260	0.08288482372
261	0.08249676916
262	0.08228834392
263	0.08206413534
264	0.08164268872
265	0.08127952467
266	0.08107977656
267	0.08078646046
268	0.08051167376
269	0.08035529012
270	0.08007652436
271	0.07992647316
272	0.07945149883
273	0.0790918801
274	0.07892433555
275	0.0785895951
276	0.07839505203
277	0.07802022266
278	0.07791258832
279	0.07760297731
280	0.07718321017
281	0.07688245307
282	0.0767677953
283	0.076418718
284	0.07628372333
285	0.07604540943
286	0.07573539793
287	0.07558871544
288	0.075372107
289	0.07505682929
290	0.07487975708
291	0.07454011813
292	0.07438793346
293	0.07417343294
294	0.07396111918
295	0.07385674943
296	0.07370403234
297	0.07347427913
298	0.07319583214
299	0.07289381834
300	0.07254105534
301	0.07227727083
302	0.07212609622
303	0.07184012713
304	0.0714444745
305	0.07106456797
306	0.07078617622
307	0.07070367349
308	0.07027517806
309	0.06996931924
310	0.06969364709
311	0.06953487638
312	0.06919981944
313	0.06899342736
314	0.06884334001
315	0.06869965822
316	0.06853611899
317	0.06846295789
318	0.06812684964
319	0.06795629368
320	0.06775050573
321	0.06751365048
322	0.06722231545
323	0.06696026719
324	0.06683441729
325	0.06663960156
326	0.06648711263
327	0.06631076393
328	0.06600114123
329	0.06585940975
330	0.06568649448
331	0.06555243526
332	0.06545804888
333	0.06523262122
334	0.06506531096
335	0.06488311847
336	0.06462016527
337	0.0643686181
338	0.06406341226
339	0.06382497029
340	0.06354092592
341	0.06340081925
342	0.06327261841
343	0.06314008597
344	0.06297227762
345	0.06290404119
346	0.06276187533
347	0.06262760088
348	0.06248382581
349	0.06231456813
350	0.06207486753
351	0.06188836374
352	0.06174477647
353	0.06156087208
354	0.06138516475
355	0.06115938772
356	0.0609073791
357	0.0606283659
358	0.0605044914
359	0.06035673478
360	0.06002860855
361	0.05989687305
362	0.0596637304
363	0.0593533272
364	0.0590471664
365	0.05890027141
366	0.05877514715
367	0.05859533211
368	0.05847617497
369	0.05841608867
370	0.05833146461
371	0.05812738988
372	0.05803179282
373	0.05784394343
374	0.0577137978
375	0.05761188153
376	0.05744593029
377	0.05718245234
378	0.05707687224
379	0.05702532361
380	0.05682863152
381	0.05675013007
382	0.05661087796
383	0.05644603037
384	0.05636582718
385	0.05629862102
386	0.05609258745
387	0.05593467247
388	0.05581576317
389	0.05568079191
390	0.05563971607
391	0.05553120518
392	0.0554271938
393	0.05522620804
394	0.05503657489
395	0.05490574271
396	0.05476465967
397	0.05462558519
398	0.05453200011
399	0.05444677319
400	0.05418536758
401	0.054005618
402	0.05382766607
403	0.05371799501
404	0.05355601796
405	0.0533383792
406	0.05323388363
407	0.05313706495
408	0.05305688147
409	0.05289836583
410	0.05278101105
411	0.05265262083
412	0.05255497655
413	0.05241196052
414	0.052229288
415	0.05196972848
416	0.0518966774
417	0.05183104227
418	0.05169565841
419	0.05164547102
420	0.05155817416
421	0.05140255613
422	0.05121751425
423	0.05115992551
424	0.0510702641
425	0.05097414425
426	0.05085447209
427	0.05074086751
428	0.05065184877
429	0.05053110302
430	0.05038103118
431	0.05020126571
432	0.05007727188
433	0.0498777127
434	0.04981353995
435	0.04972316326
436	0.04962374682
437	0.04945844607
438	0.04936827265
439	0.04929696193
440	0.04916680849
441	0.04903822401
442	0.04895863778
443	0.04888708839
444	0.04874301132
445	0.04861207597
446	0.04853760293
447	0.04843535983
448	0.04831992495
449	0.04821981231
450	0.04814661265
451	0.04806604911
452	0.0478737774
453	0.04779537087
454	0.04757962439
